State Name,District Name,Commodity,Market Name,Variety,Group,Arrivals Tonnes,Min Price Rs_per_Quintal,Max Price Rs_per_Quintal,Modal Price Rs_per_Quintal,Reported Date
Odisha,Boudh,Potato,Khunthabandha,Other,Vegetables,0.2,1000.0,1400.0,1000.0,2019-01-19
Odisha,Dhenkanal,Potato,Mottagaon,Other,Vegetables,63.0,1400.0,1500.0,1500.0,2019-01-19
Odisha,Balasore,Potato,Nilagiri,Other,Vegetables,8.0,700.0,800.0,750.0,2019-01-19
Odisha,Sonepur,Potato,Pandkital,Other,Vegetables,2.1,1500.0,1530.0,1520.0,2019-01-19
Odisha,Kendrapara,Potato,Pattamundai,Local,Vegetables,7.0,700.0,850.0,800.0,2019-01-19
Odisha,Kendrapara,Potato,Pattamundai,Potato,Vegetables,7.0,800.0,900.0,900.0,2019-01-19
Odisha,Keonjhar,Potato,Saharpada,Other,Vegetables,0.7,900.0,1000.0,900.0,2019-01-19
Odisha,Bhadrak,Potato,Sahidngar,Other,Vegetables,9.86,800.0,1000.0,900.0,2019-01-19
Odisha,Nayagarh,Potato,Sarankul,Other,Vegetables,6.0,800.0,1000.0,900.0,2019-01-19
Odisha,Mayurbhanja,Potato,Saraskana,Potato,Vegetables,8.0,700.0,900.0,800.0,2019-01-19
Odisha,Sundergarh,Potato,Sargipali,Other,Vegetables,1.9,1300.0,1500.0,1400.0,2019-01-19
Odisha,Bolangir,Potato,Tusura,Other,Vegetables,5.0,1400.0,1500.0,1400.0,2019-01-19
Odisha,Mayurbhanja,Potato,Udala,Potato,Vegetables,7.0,600.0,600.0,600.0,2019-01-19
Punjab,Fazilka,Potato,Abohar,Potato,Vegetables,25.0,400.0,800.0,625.0,2019-01-19
Punjab,Jalandhar,Potato,Adampur,Other,Vegetables,3.3,350.0,400.0,400.0,2019-01-19
Punjab,Amritsar,Potato,Ajnala,Jalander,Vegetables,2.15,300.0,400.0,300.0,2019-01-19
Punjab,Mohali,Potato,Banur,Other,Vegetables,0.8,300.0,500.0,400.0,2019-01-19
Punjab,Mohali,Potato,Banur (Kheragaju),(Red Nanital),Vegetables,1.5,300.0,500.0,400.0,2019-01-19
Punjab,Barnala,Potato,Barnala,Other,Vegetables,40.4,360.0,400.0,380.0,2019-01-19
Punjab,Fatehgarh,Potato,Bassi Pathana,Potato,Vegetables,2.0,200.0,400.0,300.0,2019-01-19
Punjab,Gurdaspur,Potato,Batala,Other,Vegetables,8.0,280.0,420.0,300.0,2019-01-19
Punjab,Bhatinda,Potato,Bhucho,Other,Vegetables,0.2,400.0,600.0,500.0,2019-01-19
Punjab,kapurthala,Potato,Bhulath,Potato,Vegetables,0.3,400.0,500.0,500.0,2019-01-19
Punjab,Jalandhar,Potato,Bilga,Other,Vegetables,0.09,1000.0,1200.0,1100.0,2019-01-19
Punjab,Mansa,Potato,Budalada,Other,Vegetables,1.5,400.0,580.0,500.0,2019-01-19
Punjab,Ropar (Rupnagar),Potato,Chamkaur Sahib,Other,Vegetables,3.7,1400.0,1430.0,1420.0,2019-01-19
Punjab,Hoshiarpur,Potato,Dasuya,Other,Vegetables,15.0,400.0,500.0,500.0,2019-01-19
Punjab,Mohali,Potato,Dera Bassi,Other,Vegetables,1.9,400.0,500.0,450.0,2019-01-19
Punjab,Moga,Potato,Dharamkot,Other,Vegetables,0.95,400.0,400.0,400.0,2019-01-19
Punjab,Gurdaspur,Potato,Dhariwal,Other,Vegetables,2.9,350.0,450.0,400.0,2019-01-19
Punjab,Sangrur,Potato,Dhuri,Local,Vegetables,0.5,400.0,500.0,460.0,2019-01-19
Punjab,Gurdaspur,Potato,Dinanagar,Potato,Vegetables,7.0,250.0,400.0,350.0,2019-01-19
Punjab,Ludhiana,Potato,Doraha,Other,Vegetables,2.2,400.0,400.0,400.0,2019-01-19
Punjab,Patiala,Potato,Dudhansadhan,Other,Vegetables,0.6,700.0,1000.0,900.0,2019-01-19
Punjab,Fazilka,Potato,Fazilka,Other,Vegetables,40.0,400.0,800.0,600.0,2019-01-19
Punjab,Ferozpur,Potato,Ferozepur Cantt.,Local,Vegetables,0.3,350.0,400.0,375.0,2019-01-19
Kerala,Ernakulam,Potato,Kothamangalam,Other,Vegetables,4.0,2500.0,3000.0,2800.0,2019-01-19
Kerala,Malappuram,Potato,Kottakkal,Other,Vegetables,4.0,2000.0,2150.0,2100.0,2019-01-19
Kerala,Alappuzha,Potato,Madhavapuram,Other,Vegetables,2.5,2400.0,2700.0,2600.0,2019-01-19
Kerala,Malappuram,Potato,Manjeri,Other,Vegetables,6.0,2300.0,2400.0,2350.0,2019-01-19
Kerala,Kasargod,Potato,Manjeswaram,Other,Vegetables,8.0,1800.0,2600.0,2200.0,2019-01-19
Kerala,Ernakulam,Potato,Moovattupuzha,Big,Vegetables,2.0,2300.0,2550.0,2450.0,2019-01-19
Kerala,Kozhikode(Calicut),Potato,Mukkom,Other,Vegetables,0.5,1600.0,2000.0,1800.0,2019-01-19
Kerala,Idukki,Potato,Munnar,Other,Vegetables,0.8,3200.0,3800.0,3500.0,2019-01-19
Kerala,Kasargod,Potato,Neeleswaram,Other,Vegetables,1.0,2600.0,3000.0,2800.0,2019-01-19
Kerala,Palakad,Potato,Palakkad,Potato,Vegetables,1.0,2200.0,2600.0,2500.0,2019-01-19
Kerala,Kozhikode(Calicut),Potato,Palayam,Other,Vegetables,50.0,1900.0,2100.0,2000.0,2019-01-19
Kerala,Kottayam,Potato,Pampady,Other,Vegetables,1.0,2000.0,2400.0,2200.0,2019-01-19
Kerala,Palakad,Potato,Pattambi,Other,Vegetables,1.0,2000.0,2600.0,2400.0,2019-01-19
Kerala,Malappuram,Potato,Perinthalmanna,Potato,Vegetables,2.9,2800.0,3200.0,3000.0,2019-01-19
Kerala,Kottayam,Potato,Thalayolaparambu,Other,Vegetables,0.8,2000.0,2500.0,2300.0,2019-01-19
